वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
फ्रांको मोरेत्ति,https://hi.wikipedia.org/wiki/फ्रांको_मोरेत्ति,Yes,Yes,Yes,Yes,No,Yes,No,No,9
रॉल्फ गर्फथ,https://hi.wikipedia.org/wiki/रॉल्फ_गर्फथ,No,No,No,No,No,No,No,No,0
जॉन मैक्केन,https://hi.wikipedia.org/wiki/जॉन_मैक्केन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,103
राम विचार नेताम,https://hi.wikipedia.org/wiki/राम_विचार_नेताम,No,No,No,No,No,No,No,No,0
मणि कौल,https://hi.wikipedia.org/wiki/मणि_कौल,Yes,Yes,Yes,No,No,No,Yes,No,8
मर्लिन मुनरो,https://hi.wikipedia.org/wiki/मर्लिन_मुनरो,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,168
शशि गुप्ता,https://hi.wikipedia.org/wiki/शशि_गुप्ता,Yes,No,No,No,No,No,No,No,5
नारद राय,https://hi.wikipedia.org/wiki/नारद_राय,No,No,No,No,No,No,No,No,0
रविन्द्रन कन्नन,https://hi.wikipedia.org/wiki/रविन्द्रन_कन्नन,Yes,Yes,Yes,No,No,No,No,No,7
हैरिस सोहैल,https://hi.wikipedia.org/wiki/हैरिस_सोहैल,Yes,No,No,No,No,No,No,Yes,5
जॉन डेविड जैक्सन,https://hi.wikipedia.org/wiki/जॉन_डेविड_जैक्सन,Yes,Yes,No,No,No,No,No,No,9
अन्ना चांडी,https://hi.wikipedia.org/wiki/अन्ना_चांडी,Yes,No,Yes,No,No,No,Yes,No,10
शिव राजकुमार,https://hi.wikipedia.org/wiki/शिव_राजकुमार,Yes,Yes,No,Yes,No,No,No,No,12
बेलिंडा क्लार्क,https://hi.wikipedia.org/wiki/बेलिंडा_क्लार्क,Yes,No,No,No,No,No,No,No,5
जगत प्रकाश नड्डा,https://hi.wikipedia.org/wiki/जगत_प्रकाश_नड्डा,Yes,No,No,No,No,No,No,No,1
रॉबर्ट पैटिनसन,https://hi.wikipedia.org/wiki/रॉबर्ट_पैटिनसन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,73
जो मैनी,https://hi.wikipedia.org/wiki/जो_मैनी,Yes,No,No,No,No,No,No,No,1
दमन सिंह,https://hi.wikipedia.org/wiki/दमन_सिंह,Yes,No,No,No,No,No,No,No,2
मोहम्मद तल्हा,https://hi.wikipedia.org/wiki/मोहम्मद_तल्हा,Yes,No,No,No,No,No,No,Yes,4
नतालिया पोकलोन्‍सकाया,https://hi.wikipedia.org/wiki/नतालिया_पोकलोन्‍सकाया,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,47
शेन वॉटसन,https://hi.wikipedia.org/wiki/शेन_वॉटसन,Yes,No,Yes,Yes,No,No,No,Yes,14
योस्त गिप्पेर्त,https://hi.wikipedia.org/wiki/योस्त_गिप्पेर्त,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,64
अनिर्वण लाहिड़ी,https://hi.wikipedia.org/wiki/अनिर्वण_लाहिड़ी,Yes,No,No,No,No,No,Yes,No,8
सिताराम कट्टेल,https://hi.wikipedia.org/wiki/सिताराम_कट्टेल,No,No,No,No,No,No,No,No,0
हरीश भिमानी,https://hi.wikipedia.org/wiki/हरीश_भिमानी,Yes,No,No,No,No,No,No,No,1
जैनेट येलेन,https://hi.wikipedia.org/wiki/जैनेट_येलेन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
युसुफ अली कचेरी,https://hi.wikipedia.org/wiki/युसुफ_अली_कचेरी,Yes,No,No,No,No,No,No,No,3
नवीन पटनायक,https://hi.wikipedia.org/wiki/नवीन_पटनायक,Yes,Yes,No,No,No,No,No,Yes,13
बेग़म अख़्तर,https://hi.wikipedia.org/wiki/बेग़म_अख़्तर,Yes,No,No,No,Yes,No,No,Yes,13
ब्रिट्नी स्पीयर्स,https://hi.wikipedia.org/wiki/ब्रिट्नी_स्पीयर्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109
बुर्क डेनिस,https://hi.wikipedia.org/wiki/बुर्क_डेनिस,Yes,No,Yes,No,Yes,No,No,No,8
आनंदराज आंबेडकर,https://hi.wikipedia.org/wiki/आनंदराज_आंबेडकर,Yes,No,No,No,No,No,No,No,2
नरेश सैनी,https://hi.wikipedia.org/wiki/नरेश_सैनी,Yes,No,No,No,No,No,No,No,2
अलेक्सान्द्र विक्तोरोविच इल्यिचेव्स्की,https://hi.wikipedia.org/wiki/अलेक्सान्द्र_विक्तोरोविच_इल्यिचेव्स्की,Yes,Yes,Yes,No,No,No,No,No,5
ओंकार भावे,https://hi.wikipedia.org/wiki/ओंकार_भावे,No,No,No,No,No,No,No,No,0
बी के थेल्मा,https://hi.wikipedia.org/wiki/बी_के_थेल्मा,Yes,No,No,No,No,No,No,No,1
पृथ्वी नारायण शाह,https://hi.wikipedia.org/wiki/पृथ्वी_नारायण_शाह,Yes,Yes,Yes,Yes,Yes,No,Yes,No,28
मोहम्मद हफीज़,https://hi.wikipedia.org/wiki/मोहम्मद_हफीज़,Yes,Yes,No,No,No,No,No,Yes,10
जे॰ के॰ रोलिंग,https://hi.wikipedia.org/wiki/जे॰_के॰_रोलिंग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,111
क्रिस मार्टिन,https://hi.wikipedia.org/wiki/क्रिस_मार्टिन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
कृष्ण बलदेव वैद,https://hi.wikipedia.org/wiki/कृष्ण_बलदेव_वैद,Yes,Yes,No,No,No,No,No,No,6
रेजिना कैसेंद्रा,https://hi.wikipedia.org/wiki/रेजिना_कैसेंद्रा,Yes,No,No,No,No,No,No,Yes,10
जयंती नटराजन,https://hi.wikipedia.org/wiki/जयंती_नटराजन,Yes,No,No,No,No,No,No,No,4
मुमताज़ शेख़,https://hi.wikipedia.org/wiki/मुमताज़_शेख़,Yes,No,Yes,No,No,No,No,No,4
राहुल राज,https://hi.wikipedia.org/wiki/राहुल_राज,Yes,No,No,No,No,No,No,No,2
अन्तोनी रमायेत्स,https://hi.wikipedia.org/wiki/अन्तोनी_रमायेत्स,Yes,Yes,Yes,Yes,Yes,No,Yes,No,32
मनहर उधास,https://hi.wikipedia.org/wiki/मनहर_उधास,Yes,No,No,No,No,No,No,No,1
मीनाक्षी नटराजन,https://hi.wikipedia.org/wiki/मीनाक्षी_नटराजन,Yes,No,No,No,No,No,No,No,1
इमरान ख़ान (अभिनेता),https://hi.wikipedia.org/wiki/इमरान_ख़ान_(अभिनेता),Yes,No,Yes,Yes,Yes,Yes,No,No,28
विवेक धाकड़,https://hi.wikipedia.org/wiki/विवेक_धाकड़,Yes,No,No,No,No,No,No,No,1
गुरुराजा पुजारी,https://hi.wikipedia.org/wiki/गुरुराजा_पुजारी,Yes,No,No,No,No,No,No,No,1
ईश्वरभाई परमार,https://hi.wikipedia.org/wiki/ईश्वरभाई_परमार,Yes,No,No,No,No,No,No,No,1
सुब्रत रॉय,https://hi.wikipedia.org/wiki/सुब्रत_रॉय,Yes,No,No,Yes,No,No,Yes,No,9
अंजुम चोपड़ा,https://hi.wikipedia.org/wiki/अंजुम_चोपड़ा,Yes,No,No,No,No,No,No,No,10
संदीप शर्मा,https://hi.wikipedia.org/wiki/संदीप_शर्मा,Yes,No,No,No,No,No,No,No,1
आशापूर्णा देवी,https://hi.wikipedia.org/wiki/आशापूर्णा_देवी,Yes,No,No,No,No,No,No,No,12
सरदारसिंहजी रावाजी राणा,https://hi.wikipedia.org/wiki/सरदारसिंहजी_रावाजी_राणा,Yes,No,No,No,No,No,No,No,2
लियोनार्ड सस्किंड,https://hi.wikipedia.org/wiki/लियोनार्ड_सस्किंड,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27
अमी त्रिवेदी,https://hi.wikipedia.org/wiki/अमी_त्रिवेदी,Yes,No,No,No,No,No,No,No,1
जितेन्द्र सिंह,https://hi.wikipedia.org/wiki/जितेन्द्र_सिंह,Yes,No,No,No,No,No,No,No,1
दीपक कुमार,https://hi.wikipedia.org/wiki/दीपक_कुमार,No,No,No,No,No,No,No,No,0
तेज बहादुर सप्रू,https://hi.wikipedia.org/wiki/तेज_बहादुर_सप्रू,Yes,No,No,No,No,No,No,No,2
अक्किनेनी नागेश्वर राव,https://hi.wikipedia.org/wiki/अक्किनेनी_नागेश्वर_राव,Yes,Yes,No,No,Yes,No,No,Yes,16
रजनी वेणुगोपाल,https://hi.wikipedia.org/wiki/रजनी_वेणुगोपाल,Yes,No,No,No,No,No,No,No,3
जेसन सेगल,https://hi.wikipedia.org/wiki/जेसन_सेगल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,45
हर्ष वशिष्ठ,https://hi.wikipedia.org/wiki/हर्ष_वशिष्ठ,Yes,No,No,No,No,No,No,No,1
हनी ईरानी,https://hi.wikipedia.org/wiki/हनी_ईरानी,Yes,No,Yes,Yes,No,No,No,Yes,11
तनु पद्मनाभन,https://hi.wikipedia.org/wiki/तनु_पद्मनाभन,Yes,Yes,Yes,No,No,No,No,No,8
कुणाल रॉय कपूर,https://hi.wikipedia.org/wiki/कुणाल_रॉय_कपूर,Yes,No,No,No,No,No,No,No,2
संजय जोग,https://hi.wikipedia.org/wiki/संजय_जोग,No,No,No,No,No,No,No,No,0
नासिरा शर्मा,https://hi.wikipedia.org/wiki/नासिरा_शर्मा,Yes,No,No,No,No,No,No,No,1
अलका सरावगी,https://hi.wikipedia.org/wiki/अलका_सरावगी,Yes,No,Yes,Yes,No,No,No,No,3
गुलाब चन्द कटारिया,https://hi.wikipedia.org/wiki/गुलाब_चन्द_कटारिया,Yes,No,No,No,No,No,No,No,1
राज हीरामन,https://hi.wikipedia.org/wiki/राज_हीरामन,No,No,No,No,No,No,No,No,0
सुभाष कपूर,https://hi.wikipedia.org/wiki/सुभाष_कपूर,No,No,No,No,No,No,No,No,0
श्री लाल जोशी,https://hi.wikipedia.org/wiki/श्री_लाल_जोशी,Yes,No,No,No,No,No,No,No,1
आइज़क न्यूटन,https://hi.wikipedia.org/wiki/आइज़क_न्यूटन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,209
किरण कुमार,https://hi.wikipedia.org/wiki/किरण_कुमार,Yes,No,No,No,No,No,No,No,5
ब्रेट्ट मैकगर्क,https://hi.wikipedia.org/wiki/ब्रेट्ट_मैकगर्क,Yes,Yes,No,No,No,No,No,No,5
राम किशोर दोगने,https://hi.wikipedia.org/wiki/राम_किशोर_दोगने,Yes,No,No,No,No,No,No,No,1
एहसान आदिल,https://hi.wikipedia.org/wiki/एहसान_आदिल,Yes,No,No,No,No,No,No,Yes,3
देवजीभाई गोविंदभाई फतेपारा,https://hi.wikipedia.org/wiki/देवजीभाई_गोविंदभाई_फतेपारा,Yes,No,No,No,No,No,No,No,2
नीलाभ अश्क,https://hi.wikipedia.org/wiki/नीलाभ_अश्क,Yes,No,No,No,No,No,No,No,3
दीपिका कुमारी,https://hi.wikipedia.org/wiki/दीपिका_कुमारी,Yes,No,Yes,Yes,No,No,No,Yes,19
एरियल शेरॉन,https://hi.wikipedia.org/wiki/एरियल_शेरॉन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91
इमरान राजा अंसारी,https://hi.wikipedia.org/wiki/इमरान_राजा_अंसारी,No,No,No,No,No,No,No,No,0
दीपक चोपड़ा,https://hi.wikipedia.org/wiki/दीपक_चोपड़ा,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30
थॉमस सेलिंग,https://hi.wikipedia.org/wiki/थॉमस_सेलिंग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48
आमना शरिफ्फ़,https://hi.wikipedia.org/wiki/आमना_शरिफ्फ़,Yes,No,No,No,No,No,No,No,5
राजेन्द्र चन्द्रिका,https://hi.wikipedia.org/wiki/राजेन्द्र_चन्द्रिका,Yes,No,No,No,No,No,No,No,2
लिंडा बी बक,https://hi.wikipedia.org/wiki/लिंडा_बी_बक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60
माता जीतो,https://hi.wikipedia.org/wiki/माता_जीतो,Yes,No,No,No,No,No,No,No,3
राजेश वर्मा,https://hi.wikipedia.org/wiki/राजेश_वर्मा,Yes,No,No,No,No,No,No,No,1
क्लास क्लास्टरमेयर,https://hi.wikipedia.org/wiki/क्लास_क्लास्टरमेयर,Yes,Yes,Yes,Yes,No,No,No,No,5
पैट्सी मे,https://hi.wikipedia.org/wiki/पैट्सी_मे,Yes,No,No,No,No,No,No,No,1
साधना सरगम,https://hi.wikipedia.org/wiki/साधना_सरगम,Yes,No,No,No,Yes,No,No,No,11
ब्रह्मा शंकर त्रिपाठी,https://hi.wikipedia.org/wiki/ब्रह्मा_शंकर_त्रिपाठी,No,No,No,No,No,No,No,No,0
अभिजीत गुहा,https://hi.wikipedia.org/wiki/अभिजीत_गुहा,No,No,No,No,No,No,No,No,0
जयंत चौधरी,https://hi.wikipedia.org/wiki/जयंत_चौधरी,Yes,No,No,No,No,No,No,No,1
आन्रि बर्गसां,https://hi.wikipedia.org/wiki/आन्रि_बर्गसां,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85
मत्तेयो रेनजी,https://hi.wikipedia.org/wiki/मत्तेयो_रेनजी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,81
सबा क़मर,https://hi.wikipedia.org/wiki/सबा_क़मर,Yes,No,Yes,No,No,No,No,Yes,8
मुस्तफा कमाल (न्यायाधीश),https://hi.wikipedia.org/wiki/मुस्तफा_कमाल_(न्यायाधीश),No,No,No,No,No,No,No,No,0
सन्दीप लामिछाने,https://hi.wikipedia.org/wiki/सन्दीप_लामिछाने,Yes,No,No,No,No,No,No,No,9
किशोर पवार,https://hi.wikipedia.org/wiki/किशोर_पवार,Yes,No,No,No,No,No,No,No,1
कुणाल नय्यर,https://hi.wikipedia.org/wiki/कुणाल_नय्यर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
चौधरी दिगम्बर सिंह,https://hi.wikipedia.org/wiki/चौधरी_दिगम्बर_सिंह,Yes,No,No,No,No,No,No,No,2
बाबा गुरमुख सिंह,https://hi.wikipedia.org/wiki/बाबा_गुरमुख_सिंह,Yes,No,No,No,No,No,No,No,3
इरफान सोलंकी,https://hi.wikipedia.org/wiki/इरफान_सोलंकी,No,No,No,No,No,No,No,No,0
नंदिनी साहू,https://hi.wikipedia.org/wiki/नंदिनी_साहू,Yes,No,No,No,No,No,No,No,2
डैरेन लेहमन,https://hi.wikipedia.org/wiki/डैरेन_लेहमन,Yes,No,No,No,No,No,No,No,6
रोनेन कीटिंग,https://hi.wikipedia.org/wiki/रोनेन_कीटिंग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,33
डेव्हिड बेन-गुरियन,https://hi.wikipedia.org/wiki/डेव्हिड_बेन-गुरियन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90
गंगा दास,https://hi.wikipedia.org/wiki/गंगा_दास,Yes,No,No,No,No,No,No,No,2
नलिनी जयवंत,https://hi.wikipedia.org/wiki/नलिनी_जयवंत,Yes,No,No,No,No,No,No,Yes,7
हदीसा,https://hi.wikipedia.org/wiki/हदीसा,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,37
विल स्मिथ,https://hi.wikipedia.org/wiki/विल_स्मिथ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,98
सावित्री ठाकुर,https://hi.wikipedia.org/wiki/सावित्री_ठाकुर,No,No,No,No,No,No,No,No,0
