Name,Url,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Hindi Version,Other Lang count
ٹیکو ڈلن,https://ur.wikipedia.org/wiki/ٹیکو_ڈلن,Yes,Yes,No,No,No,No,No,No,5
ڈیوڈ جے ونلینڈ,https://ur.wikipedia.org/wiki/ڈیوڈ_جے_ونلینڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,54
ٹیشا کیمبل,https://ur.wikipedia.org/wiki/ٹیشا_کیمبل,Yes,Yes,Yes,Yes,Yes,No,Yes,No,15
وجیاشانتی,https://ur.wikipedia.org/wiki/وجیاشانتی,Yes,No,No,No,No,No,No,No,6
امر ببریا,https://ur.wikipedia.org/wiki/امر_ببریا,Yes,No,No,No,No,No,No,Yes,2
منداکنی (اداکارہ),https://ur.wikipedia.org/wiki/منداکنی_(اداکارہ),Yes,No,No,No,No,No,No,Yes,15
مینکا گاندھی,https://ur.wikipedia.org/wiki/مینکا_گاندھی,Yes,Yes,Yes,No,No,Yes,No,Yes,20
ایلی ہیز,https://ur.wikipedia.org/wiki/ایلی_ہیز,Yes,Yes,Yes,Yes,Yes,No,Yes,No,20
رام پوتینینی,https://ur.wikipedia.org/wiki/رام_پوتینینی,Yes,No,No,No,No,No,No,Yes,9
محمد الفاید,https://ur.wikipedia.org/wiki/محمد_الفاید,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
ہانس زمر,https://ur.wikipedia.org/wiki/ہانس_زمر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,68
نسیم الغنی,https://ur.wikipedia.org/wiki/نسیم_الغنی,Yes,No,No,No,No,No,No,No,2
سیدفصیح الدین سہروردی,https://ur.wikipedia.org/wiki/سیدفصیح_الدین_سہروردی,Yes,No,No,No,No,No,No,No,1
لکشمی گوپالاسوامی,https://ur.wikipedia.org/wiki/لکشمی_گوپالاسوامی,Yes,No,No,No,Yes,No,No,No,6
پریا دت,https://ur.wikipedia.org/wiki/پریا_دت,Yes,No,No,No,No,No,No,Yes,6
ندیم بیگ (اداکار),https://ur.wikipedia.org/wiki/ندیم_بیگ_(اداکار),Yes,No,No,No,No,No,No,No,1
ٹامس لینڈل,https://ur.wikipedia.org/wiki/ٹامس_لینڈل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50
جیسی اینڈریوز,https://ur.wikipedia.org/wiki/جیسی_اینڈریوز,Yes,Yes,Yes,Yes,Yes,No,Yes,No,22
بریٹ بٹلر (اداکارہ),https://ur.wikipedia.org/wiki/بریٹ_بٹلر_(اداکارہ),Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
مون بلڈگوڈ,https://ur.wikipedia.org/wiki/مون_بلڈگوڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28
حسینہ واجد,https://ur.wikipedia.org/wiki/حسینہ_واجد,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,70
دیویندر سنگھ,https://ur.wikipedia.org/wiki/دیویندر_سنگھ,Yes,No,No,No,No,No,No,No,1
سوزانا تھامسن,https://ur.wikipedia.org/wiki/سوزانا_تھامسن,Yes,Yes,Yes,Yes,Yes,No,Yes,No,22
ویگنر مؤرا,https://ur.wikipedia.org/wiki/ویگنر_مؤرا,Yes,Yes,Yes,Yes,Yes,No,Yes,No,23
جین پاول,https://ur.wikipedia.org/wiki/جین_پاول,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20
لارین فینکس,https://ur.wikipedia.org/wiki/لارین_فینکس,Yes,Yes,Yes,Yes,Yes,No,Yes,No,18
طاہر القادری,https://ur.wikipedia.org/wiki/طاہر_القادری,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,20
شیکھا شرما,https://ur.wikipedia.org/wiki/شیکھا_شرما,Yes,No,No,No,No,No,No,Yes,8
فرانسواز پاسکال,https://ur.wikipedia.org/wiki/فرانسواز_پاسکال,Yes,No,Yes,No,Yes,No,No,No,5
نتالیہ پری گارینہ,https://ur.wikipedia.org/wiki/نتالیہ_پری_گارینہ,No,No,No,No,No,No,No,No,0
فرحان محبوب,https://ur.wikipedia.org/wiki/فرحان_محبوب,Yes,Yes,Yes,No,No,No,No,No,3
کے ایس چترا,https://ur.wikipedia.org/wiki/کے_ایس_چترا,Yes,No,No,No,Yes,No,No,Yes,14
ساسا ہانڈا,https://ur.wikipedia.org/wiki/ساسا_ہانڈا,No,No,No,No,No,No,No,No,4
کرسٹینا ایگولیرا,https://ur.wikipedia.org/wiki/کرسٹینا_ایگولیرا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,100
سنی دیول,https://ur.wikipedia.org/wiki/سنی_دیول,Yes,No,Yes,Yes,Yes,No,No,Yes,27
عارف علوی,https://ur.wikipedia.org/wiki/عارف_علوی,Yes,Yes,Yes,No,Yes,No,No,No,31
منظور الہی,https://ur.wikipedia.org/wiki/منظور_الہی,Yes,No,No,No,No,No,No,Yes,3
ہون سین,https://ur.wikipedia.org/wiki/ہون_سین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,49
رادھیکا آپٹے,https://ur.wikipedia.org/wiki/رادھیکا_آپٹے,Yes,No,No,No,Yes,No,No,Yes,18
لنڈا ایونز,https://ur.wikipedia.org/wiki/لنڈا_ایونز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
خرم منظور,https://ur.wikipedia.org/wiki/خرم_منظور,Yes,No,No,No,No,No,No,No,3
تھامس سی. سڈہوف,https://ur.wikipedia.org/wiki/تھامس_سی._سڈہوف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,43
فرحان اختر,https://ur.wikipedia.org/wiki/فرحان_اختر,Yes,Yes,Yes,Yes,Yes,No,No,Yes,27
مظفر رحمان,https://ur.wikipedia.org/wiki/مظفر_رحمان,Yes,No,No,No,No,No,No,Yes,6
مونیکا سویٹہارٹ,https://ur.wikipedia.org/wiki/مونیکا_سویٹہارٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,23
رنویر سنگھ,https://ur.wikipedia.org/wiki/رنویر_سنگھ,Yes,Yes,Yes,Yes,Yes,No,No,Yes,30
پریا لال,https://ur.wikipedia.org/wiki/پریا_لال,Yes,No,No,No,No,No,No,No,2
سیف الاعظم,https://ur.wikipedia.org/wiki/سیف_الاعظم,Yes,No,No,No,No,No,No,No,4
ماجد خان (کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/ماجد_خان_(کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,No,3
مالاشری,https://ur.wikipedia.org/wiki/مالاشری,Yes,No,No,No,No,No,No,No,3
سریکا,https://ur.wikipedia.org/wiki/سریکا,Yes,No,No,No,No,No,No,Yes,14
شرلین چوپڑا,https://ur.wikipedia.org/wiki/شرلین_چوپڑا,Yes,No,Yes,No,Yes,No,No,Yes,14
ڈیبی گبسن,https://ur.wikipedia.org/wiki/ڈیبی_گبسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
عبد مناف بن قصی,https://ur.wikipedia.org/wiki/عبد_مناف_بن_قصی,Yes,Yes,Yes,Yes,No,No,No,No,14
پال ایل موڈرچ,https://ur.wikipedia.org/wiki/پال_ایل_موڈرچ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,45
شاہ عبد القادر دہلوی,https://ur.wikipedia.org/wiki/شاہ_عبد_القادر_دہلوی,No,No,No,No,No,No,No,No,0
سیالی بھگت,https://ur.wikipedia.org/wiki/سیالی_بھگت,Yes,No,No,Yes,Yes,No,No,No,8
ڈینیل مکفیڈل,https://ur.wikipedia.org/wiki/ڈینیل_مکفیڈل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
منیا (اداکارہ),https://ur.wikipedia.org/wiki/منیا_(اداکارہ),Yes,No,No,No,No,No,No,No,3
منیبہ مزاری,https://ur.wikipedia.org/wiki/منیبہ_مزاری,Yes,No,Yes,No,No,No,No,No,6
محمود جعفری,https://ur.wikipedia.org/wiki/محمود_جعفری,No,No,No,No,No,No,No,No,2
نتالیہ سٹار,https://ur.wikipedia.org/wiki/نتالیہ_سٹار,Yes,No,No,No,Yes,No,No,No,12
سارا سلورمین,https://ur.wikipedia.org/wiki/سارا_سلورمین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,38
ایناستازیا مایو,https://ur.wikipedia.org/wiki/ایناستازیا_مایو,Yes,No,Yes,No,Yes,No,Yes,No,11
سمیرا ریڈی,https://ur.wikipedia.org/wiki/سمیرا_ریڈی,Yes,No,Yes,No,Yes,No,No,Yes,19
شوکت عزیز,https://ur.wikipedia.org/wiki/شوکت_عزیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36
غلام علی (گلوکار),https://ur.wikipedia.org/wiki/غلام_علی_(گلوکار),Yes,No,No,No,No,No,No,Yes,10
میرا نائر,https://ur.wikipedia.org/wiki/میرا_نائر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33
بروک ہیون,https://ur.wikipedia.org/wiki/بروک_ہیون,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14
ریٹا ولسن,https://ur.wikipedia.org/wiki/ریٹا_ولسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26
عمرو خالد,https://ur.wikipedia.org/wiki/عمرو_خالد,Yes,Yes,Yes,No,No,No,No,No,14
عبدالمجید خان خانان خیل,https://ur.wikipedia.org/wiki/عبدالمجید_خان_خانان_خیل,Yes,No,No,No,No,No,No,No,1
سارہ رومر,https://ur.wikipedia.org/wiki/سارہ_رومر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20
مشاہد اللہ خان,https://ur.wikipedia.org/wiki/مشاہد_اللہ_خان,Yes,No,No,No,No,No,No,No,1
گلین کلوز,https://ur.wikipedia.org/wiki/گلین_کلوز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,61
منجری,https://ur.wikipedia.org/wiki/منجری,Yes,No,No,No,Yes,No,No,No,4
سلینا سلور,https://ur.wikipedia.org/wiki/سلینا_سلور,Yes,Yes,No,No,Yes,No,No,No,10
رچرڈ برینسن,https://ur.wikipedia.org/wiki/رچرڈ_برینسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,53
رچرڈ اکزل,https://ur.wikipedia.org/wiki/رچرڈ_اکزل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48
لکشمی (اداکارہ),https://ur.wikipedia.org/wiki/لکشمی_(اداکارہ),Yes,No,Yes,No,No,No,No,Yes,11
بلقیس ایدھی,https://ur.wikipedia.org/wiki/بلقیس_ایدھی,Yes,No,No,No,No,No,No,Yes,5
کرسٹی سٹیونس,https://ur.wikipedia.org/wiki/کرسٹی_سٹیونس,Yes,Yes,Yes,No,Yes,No,No,No,8
جنوری جونز,https://ur.wikipedia.org/wiki/جنوری_جونز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,36
سکرتی کنڈپال,https://ur.wikipedia.org/wiki/سکرتی_کنڈپال,Yes,No,No,No,No,No,No,Yes,8
ندیم عباسی,https://ur.wikipedia.org/wiki/ندیم_عباسی,Yes,No,No,No,No,No,No,No,2
شرمین عبید چنائے,https://ur.wikipedia.org/wiki/شرمین_عبید_چنائے,Yes,Yes,Yes,No,Yes,No,Yes,Yes,14
ہنسیکا موٹوانی,https://ur.wikipedia.org/wiki/ہنسیکا_موٹوانی,Yes,No,Yes,Yes,No,No,No,Yes,25
ویکی ویٹ,https://ur.wikipedia.org/wiki/ویکی_ویٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
محمد الیاس (کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/محمد_الیاس_(کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,No,2
رمیا برنا,https://ur.wikipedia.org/wiki/رمیا_برنا,Yes,No,No,No,No,No,No,No,1
سلما بلیئر,https://ur.wikipedia.org/wiki/سلما_بلیئر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
ایلنا پلوگارو,https://ur.wikipedia.org/wiki/ایلنا_پلوگارو,Yes,No,Yes,No,Yes,No,Yes,No,16
بینیڈکٹ وانگ,https://ur.wikipedia.org/wiki/بینیڈکٹ_وانگ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
نکول بیہاری,https://ur.wikipedia.org/wiki/نکول_بیہاری,Yes,Yes,Yes,Yes,Yes,No,No,No,14
بابی ایڈن,https://ur.wikipedia.org/wiki/بابی_ایڈن,Yes,Yes,Yes,Yes,Yes,No,Yes,No,20
جیسیکا ہینوک,https://ur.wikipedia.org/wiki/جیسیکا_ہینوک,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14
سینڈرا بولاک,https://ur.wikipedia.org/wiki/سینڈرا_بولاک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,93
گلن گرین‌والڈ,https://ur.wikipedia.org/wiki/گلن_گرین‌والڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27
معین نظامی,https://ur.wikipedia.org/wiki/معین_نظامی,Yes,No,No,No,No,No,No,No,1
شرمیلا ماندرے,https://ur.wikipedia.org/wiki/شرمیلا_ماندرے,Yes,No,No,No,No,No,No,No,1
مسعود انور,https://ur.wikipedia.org/wiki/مسعود_انور,Yes,No,No,No,No,No,No,No,2
رینی رچرڈز (فحش اداکارہ),https://ur.wikipedia.org/wiki/رینی_رچرڈز_(فحش_اداکارہ),No,No,No,No,No,No,No,No,2
ویرا مایلز,https://ur.wikipedia.org/wiki/ویرا_مایلز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31
روشن ارشاد,https://ur.wikipedia.org/wiki/روشن_ارشاد,Yes,No,Yes,No,Yes,No,Yes,Yes,7
ایملی روز (اداکارہ),https://ur.wikipedia.org/wiki/ایملی_روز_(اداکارہ),Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
محمد عباس (اسکی باز),https://ur.wikipedia.org/wiki/محمد_عباس_(اسکی_باز),Yes,No,No,No,No,No,No,No,4
امینڈا سائفریڈ,https://ur.wikipedia.org/wiki/امینڈا_سائفریڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,61
کرمیل مور,https://ur.wikipedia.org/wiki/کرمیل_مور,Yes,No,No,No,Yes,Yes,Yes,No,14
محمد حفیظ,https://ur.wikipedia.org/wiki/محمد_حفیظ,Yes,Yes,No,No,No,No,No,Yes,10
باب سمپسن (کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/باب_سمپسن_(کرکٹ_کھلاڑی),Yes,No,Yes,No,Yes,No,No,Yes,6
میا سارہ,https://ur.wikipedia.org/wiki/میا_سارہ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,23
ملی جے,https://ur.wikipedia.org/wiki/ملی_جے,Yes,No,No,No,Yes,No,Yes,No,7
بلقیس احمد فتحی,https://ur.wikipedia.org/wiki/بلقیس_احمد_فتحی,Yes,No,No,No,No,No,No,No,4
مشرفی مرتضی,https://ur.wikipedia.org/wiki/مشرفی_مرتضی,Yes,No,No,No,No,No,Yes,Yes,8
محمد افضل خان ڈھانڈلہ,https://ur.wikipedia.org/wiki/محمد_افضل_خان_ڈھانڈلہ,Yes,No,No,No,No,No,No,No,1
سبرینا بلونڈ,https://ur.wikipedia.org/wiki/سبرینا_بلونڈ,No,No,No,No,No,No,Yes,No,2
جوکو ویدودو,https://ur.wikipedia.org/wiki/جوکو_ویدودو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,73
رانا تنویر حسین,https://ur.wikipedia.org/wiki/رانا_تنویر_حسین,Yes,No,No,No,No,No,No,No,1
کارنیل رونالڈ ویسٹ,https://ur.wikipedia.org/wiki/کارنیل_رونالڈ_ویسٹ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,18
جنید خان,https://ur.wikipedia.org/wiki/جنید_خان,Yes,No,No,No,No,No,No,No,4
میگنس کارلسن,https://ur.wikipedia.org/wiki/میگنس_کارلسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72
شان شاہد,https://ur.wikipedia.org/wiki/شان_شاہد,Yes,No,No,No,No,No,No,No,4
لوسیا لاپیدرا,https://ur.wikipedia.org/wiki/لوسیا_لاپیدرا,Yes,No,Yes,No,Yes,No,No,No,9
میلوش زمان,https://ur.wikipedia.org/wiki/میلوش_زمان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,70
وسیم تارڑ,https://ur.wikipedia.org/wiki/وسیم_تارڑ,No,No,No,No,No,No,Yes,Yes,4
املہ اکینینی,https://ur.wikipedia.org/wiki/املہ_اکینینی,Yes,No,No,No,No,No,No,Yes,9
امول پالیکر,https://ur.wikipedia.org/wiki/امول_پالیکر,Yes,No,Yes,No,No,No,No,Yes,17
عاصم حسین,https://ur.wikipedia.org/wiki/عاصم_حسین,Yes,No,No,No,No,No,No,No,1
کم رچرڈز,https://ur.wikipedia.org/wiki/کم_رچرڈز,Yes,No,Yes,Yes,Yes,Yes,Yes,No,16
جین ترولی,https://ur.wikipedia.org/wiki/جین_ترولی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54
آقا سید پیر جان,https://ur.wikipedia.org/wiki/آقا_سید_پیر_جان,No,No,No,No,No,No,No,No,0
صارف:Ziayaar,https://ur.wikipedia.org/wiki/صارف:Ziayaar,No,No,No,No,No,No,No,No,0
نرگس (پاکستانی اداکارہ),https://ur.wikipedia.org/wiki/نرگس_(پاکستانی_اداکارہ),Yes,No,No,No,No,No,No,No,1
شیری رحمان,https://ur.wikipedia.org/wiki/شیری_رحمان,Yes,No,Yes,No,No,No,No,No,6
اندرانیل سین گپتا,https://ur.wikipedia.org/wiki/اندرانیل_سین_گپتا,No,No,No,No,No,No,No,No,0
مہتا کالو,https://ur.wikipedia.org/wiki/مہتا_کالو,Yes,No,No,No,No,No,No,No,3
سید علی نقی نقوی,https://ur.wikipedia.org/wiki/سید_علی_نقی_نقوی,Yes,No,No,No,No,No,No,No,1
قیصر علی,https://ur.wikipedia.org/wiki/قیصر_علی,Yes,No,No,No,No,No,No,No,2
لورا ایلن,https://ur.wikipedia.org/wiki/لورا_ایلن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,17
عابد رضوی,https://ur.wikipedia.org/wiki/عابد_رضوی,No,No,No,No,No,No,No,No,0
سوبومی (فحش اداکارہ),https://ur.wikipedia.org/wiki/سوبومی_(فحش_اداکارہ),Yes,No,Yes,No,No,No,No,No,7
سید علی خامنہ ای,https://ur.wikipedia.org/wiki/سید_علی_خامنہ_ای,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
بو ڈیریک,https://ur.wikipedia.org/wiki/بو_ڈیریک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
محمد میاں سومرو,https://ur.wikipedia.org/wiki/محمد_میاں_سومرو,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,30
صبور علی,https://ur.wikipedia.org/wiki/صبور_علی,Yes,No,No,No,No,No,No,No,3
جریمی لیگٹ,https://ur.wikipedia.org/wiki/جریمی_لیگٹ,Yes,No,No,No,No,No,No,No,4
سردار عثمان بزدار,https://ur.wikipedia.org/wiki/سردار_عثمان_بزدار,Yes,No,Yes,No,No,No,No,No,3
قمر زمان کائرہ,https://ur.wikipedia.org/wiki/قمر_زمان_کائرہ,Yes,No,No,No,No,No,No,Yes,3
بالا ہیجام,https://ur.wikipedia.org/wiki/بالا_ہیجام,Yes,No,No,No,No,No,No,No,2
لیزا سپارکس,https://ur.wikipedia.org/wiki/لیزا_سپارکس,Yes,No,Yes,Yes,Yes,No,Yes,No,16
جوان بلیکمین,https://ur.wikipedia.org/wiki/جوان_بلیکمین,Yes,Yes,Yes,Yes,No,No,No,No,10
برہمانندم,https://ur.wikipedia.org/wiki/برہمانندم,Yes,No,No,No,No,No,Yes,Yes,12
معین العتیق,https://ur.wikipedia.org/wiki/معین_العتیق,Yes,No,No,No,No,No,No,No,2
امریندر گل,https://ur.wikipedia.org/wiki/امریندر_گل,Yes,No,No,No,Yes,No,No,Yes,6
میڈیسن ینگ,https://ur.wikipedia.org/wiki/میڈیسن_ینگ,Yes,Yes,Yes,No,Yes,No,No,No,6
مونیکا پوٹر,https://ur.wikipedia.org/wiki/مونیکا_پوٹر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
لیلا سٹار,https://ur.wikipedia.org/wiki/لیلا_سٹار,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18
ناظم حسین صدیقی,https://ur.wikipedia.org/wiki/ناظم_حسین_صدیقی,Yes,No,No,No,No,No,No,No,1
ولید بن طلال,https://ur.wikipedia.org/wiki/ولید_بن_طلال,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
للی چکرابرتی,https://ur.wikipedia.org/wiki/للی_چکرابرتی,Yes,No,No,No,No,No,No,Yes,2
مارٹن موزے باخ,https://ur.wikipedia.org/wiki/مارٹن_موزے_باخ,Yes,Yes,Yes,Yes,No,Yes,No,No,9
نکی ڈیلانو,https://ur.wikipedia.org/wiki/نکی_ڈیلانو,Yes,No,Yes,No,Yes,No,No,No,6
عمر گل,https://ur.wikipedia.org/wiki/عمر_گل,Yes,No,No,No,No,No,No,No,7
ناہو اوزاوا,https://ur.wikipedia.org/wiki/ناہو_اوزاوا,No,No,Yes,No,No,No,No,No,6
سنڈی کرافورڈ (فحش اداکارہ),https://ur.wikipedia.org/wiki/سنڈی_کرافورڈ_(فحش_اداکارہ),Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
زبیدہ جلال,https://ur.wikipedia.org/wiki/زبیدہ_جلال,Yes,No,Yes,No,No,No,No,No,2
کلاڈیا کرسٹین,https://ur.wikipedia.org/wiki/کلاڈیا_کرسٹین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,22
میاں افتخار حسین,https://ur.wikipedia.org/wiki/میاں_افتخار_حسین,Yes,Yes,Yes,No,No,No,No,No,4
گلریز صدف,https://ur.wikipedia.org/wiki/گلریز_صدف,Yes,No,No,No,No,No,No,No,1
سجی چیرین (تاجر),https://ur.wikipedia.org/wiki/سجی_چیرین_(تاجر),No,No,No,No,No,No,No,No,0
بشار الاسد,https://ur.wikipedia.org/wiki/بشار_الاسد,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,95
جارج گیلووے,https://ur.wikipedia.org/wiki/جارج_گیلووے,Yes,Yes,Yes,Yes,Yes,Yes,No,No,23
ابھیشیک کمار امبر,https://ur.wikipedia.org/wiki/ابھیشیک_کمار_امبر,No,No,No,No,No,No,No,No,0
بروس کیمبل,https://ur.wikipedia.org/wiki/بروس_کیمبل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,36
محمد عبیداللہ علوی,https://ur.wikipedia.org/wiki/محمد_عبیداللہ_علوی,No,No,No,No,No,No,No,No,0
ماریانو ہوڈ,https://ur.wikipedia.org/wiki/ماریانو_ہوڈ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,11
نصیر الدین شاہ,https://ur.wikipedia.org/wiki/نصیر_الدین_شاہ,Yes,Yes,Yes,Yes,Yes,No,No,Yes,30
عائشہ خان (اداکارہ),https://ur.wikipedia.org/wiki/عائشہ_خان_(اداکارہ),Yes,No,No,No,No,No,No,No,4
ولیم الیکساندر,https://ur.wikipedia.org/wiki/ولیم_الیکساندر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,80
پاول گرین گارڈ,https://ur.wikipedia.org/wiki/پاول_گرین_گارڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
حنان الشیخ,https://ur.wikipedia.org/wiki/حنان_الشیخ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,13
پاروتی جیارام,https://ur.wikipedia.org/wiki/پاروتی_جیارام,Yes,No,No,No,No,No,No,No,4
بنو ڈھلوں,https://ur.wikipedia.org/wiki/بنو_ڈھلوں,Yes,No,No,No,No,No,No,No,3
سالومے زورابیشویلی,https://ur.wikipedia.org/wiki/سالومے_زورابیشویلی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,35
ایدن ایشلی,https://ur.wikipedia.org/wiki/ایدن_ایشلی,Yes,Yes,Yes,No,Yes,No,No,No,10
ساشا الیگزینڈر,https://ur.wikipedia.org/wiki/ساشا_الیگزینڈر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
تنو رائے,https://ur.wikipedia.org/wiki/تنو_رائے,Yes,No,No,No,No,No,No,No,2
ریکھا (جنوبی بھارتی اداکارہ),https://ur.wikipedia.org/wiki/ریکھا_(جنوبی_بھارتی_اداکارہ),Yes,No,No,No,No,No,No,No,3
جیکی سٹیورٹ,https://ur.wikipedia.org/wiki/جیکی_سٹیورٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
امرتیہ سین,https://ur.wikipedia.org/wiki/امرتیہ_سین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,73
شبیر احمد,https://ur.wikipedia.org/wiki/شبیر_احمد,Yes,No,No,No,No,No,No,No,3
تیری ہیچر,https://ur.wikipedia.org/wiki/تیری_ہیچر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
امریندر سنگھ,https://ur.wikipedia.org/wiki/امریندر_سنگھ,Yes,Yes,No,No,No,No,No,Yes,13
خادم حسین رضوی,https://ur.wikipedia.org/wiki/خادم_حسین_رضوی,Yes,Yes,Yes,No,No,No,No,No,6
ایوا اموری,https://ur.wikipedia.org/wiki/ایوا_اموری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28
ڈیوڈ جے۔ تھولیس,https://ur.wikipedia.org/wiki/ڈیوڈ_جے۔_تھولیس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
محمد مسعود اظہر,https://ur.wikipedia.org/wiki/محمد_مسعود_اظہر,Yes,No,No,No,No,No,No,Yes,5
مشیل میلین,https://ur.wikipedia.org/wiki/مشیل_میلین,Yes,Yes,Yes,No,Yes,Yes,Yes,No,14
انجنا سکھانی,https://ur.wikipedia.org/wiki/انجنا_سکھانی,Yes,No,No,No,No,No,No,Yes,10
جنید سلیم,https://ur.wikipedia.org/wiki/جنید_سلیم,Yes,No,No,No,No,No,No,No,2
جیانا مایکلز,https://ur.wikipedia.org/wiki/جیانا_مایکلز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27
مارلا لوکوفسکی,https://ur.wikipedia.org/wiki/مارلا_لوکوفسکی,Yes,No,No,No,No,No,No,No,1
